timestamp_milli,exec_time_milli
5781.003,4.575
5785.581,4.247
5789.830,4.361
5794.195,4.328
5798.525,4.556
5803.084,4.563
5807.650,4.287
5811.941,4.571
5816.514,4.493
5821.010,4.552
5825.565,4.345
5829.913,4.594
5834.510,4.441
5838.954,4.480
5843.437,4.750
5848.191,4.745
5852.939,4.713
5857.656,4.486
5862.145,4.550
5866.698,4.481
5871.183,4.367
5875.554,4.303
5879.859,4.315
5884.177,4.831
5889.011,4.531
5893.545,4.383
5897.931,4.734
5902.668,4.546
5907.217,4.955
5912.175,15.500
5927.677,4.990
5932.671,10.041
5942.715,9.799
5952.516,10.012
5962.532,9.703
5972.238,9.451
5981.693,9.820
5991.515,9.399
6000.918,9.858
6010.780,9.710
6020.493,9.624
6030.121,9.736
6039.860,9.575
6049.438,10.002
6059.444,9.830
6069.277,9.399
6078.679,14.584
6093.266,19.878
6113.148,19.756
6132.907,13.539
6146.449,23.273
6169.726,11.367
6181.096,19.974
6201.074,17.122
6218.202,9.018
6227.223,7.881
6235.107,7.932
6243.043,7.808
6250.853,6.968
6257.828,7.255
6265.086,5.608
6270.698,5.210
6275.912,4.900
6280.815,4.697
6285.515,4.657
6290.176,4.539
6294.718,4.460
6299.182,4.570
6303.755,4.533
6308.291,4.432
6312.725,4.539
6317.267,4.621
6321.891,4.595
6326.489,4.917
6331.410,4.465
6335.878,5.003
6340.884,4.596
6345.483,5.023
6350.508,4.761
6355.273,4.802
6360.079,4.740
6364.822,4.733
6369.557,4.530
6374.090,5.080
6379.174,4.733
6383.909,4.516
6388.428,4.573
6393.004,4.930
6397.937,4.473
6402.413,4.511
6406.927,4.553
6411.482,4.880
6416.366,4.257
6420.626,4.585
6425.214,4.693
6429.911,4.579
6434.492,4.539
6439.035,4.706
6443.743,4.806
6448.552,4.575
6453.130,4.585
6457.719,4.557
6462.280,5.160
6467.442,4.702
6472.147,4.270
6476.421,4.787
6481.211,5.015
6486.229,4.656
6490.889,4.531
6495.424,4.789
6500.216,4.558
6504.776,4.546
6509.324,4.701
6514.029,4.424
6518.456,4.589
6523.051,4.371
6527.425,4.853
6532.282,4.618
6536.903,4.449
6541.355,4.723
6546.082,4.443
6550.528,4.651
6555.182,4.569
6559.754,5.386
6565.143,4.584
6569.729,4.299
6574.031,4.598
6578.632,4.689
6583.324,4.476
6587.803,4.689
6592.494,4.779
6597.276,4.384
6601.664,4.482
6606.151,4.670
6610.823,4.900
6615.726,4.367
6620.098,4.565
6624.667,4.843
6629.514,4.556
6634.073,4.554
6638.630,4.427
6643.061,5.187
6648.250,4.836
6653.089,4.494
6657.587,4.897
6662.487,4.967
6667.456,4.372
6671.831,4.462
6676.295,4.938
6681.236,4.764
6686.002,4.600
6690.605,4.455
6695.063,4.874
6699.940,4.523
6704.466,4.435
6708.905,4.487
6713.394,4.993
6718.390,4.340
6722.734,4.611
6727.348,4.964
6732.315,4.285
6736.603,4.618
6741.224,4.579
6745.807,6.640
6752.449,8.110
6760.563,5.184
6765.750,5.036
6770.789,4.467
6775.258,5.011
6780.272,4.630
6784.904,4.752
6789.662,4.528
6794.193,4.773
6798.974,4.450
6803.427,4.489
6807.918,5.084
6813.005,4.349
6817.356,4.630
6821.989,4.538
6826.529,5.451
6831.983,4.650
6836.635,4.613
6841.250,4.836
6846.090,4.621
6850.712,4.384
6855.099,4.209
6859.312,4.924
6864.238,4.557
6868.798,4.540
6873.341,4.462
6877.807,7.020
6884.831,6.136
6890.970,5.076
6896.049,5.530
6901.582,5.368
6906.953,4.778
6911.735,18.851
6930.590,6.616
6937.209,6.294
6943.506,6.750
6950.260,10.176
6960.439,11.154
6971.596,11.150
6982.749,9.791
6992.542,10.658
7003.204,12.037
7015.244,9.903
7025.150,19.093
7044.246,16.438
7060.686,25.591
7086.281,24.985
7111.269,29.571
7140.844,22.554
7163.401,16.582
7179.986,27.803
7207.792,19.244
7227.039,9.525
7236.567,10.394
7246.965,10.497
7257.466,9.424
7266.893,6.356
7273.253,15.499
7288.756,7.759
7296.526,6.061
7302.590,4.643
7307.236,4.768
7312.007,4.510
7316.521,4.863
7321.387,4.596
7325.986,4.574
7330.564,5.281
7335.851,8.397
7344.252,12.725
7356.980,10.794
7367.780,11.882
7379.665,11.303
7390.974,8.576
7399.553,7.625
7407.181,6.569
7413.754,13.175
7426.931,6.955
7433.895,10.183
7444.081,8.144
7452.229,6.668
7458.900,5.154
7464.060,9.917
7473.983,7.588
7481.574,11.204
7492.782,6.304
7499.090,10.186
7509.280,7.002
7516.285,11.337
7527.625,7.374
7535.003,5.260
7540.267,7.332
7547.602,4.718
7552.322,4.675
7557.000,4.868
7561.871,5.192
7567.066,4.829
7571.899,4.950
7576.853,4.840
7581.697,4.747
7586.448,4.974
7591.426,4.822
7596.251,4.706
7600.960,4.714
7605.677,4.614
7610.293,4.903
7615.199,4.598
7619.800,4.703
7624.506,4.650
7629.159,5.069
7634.231,4.495
7638.730,4.951
7643.682,5.137
7648.824,4.866
7653.693,4.690
7658.386,4.711
7663.100,4.616
7667.720,4.449
7672.171,4.580
7676.753,4.630
7681.385,4.496
7685.884,4.656
7690.543,4.590
7695.137,4.552
7699.691,4.485
7704.179,4.473
7708.655,5.130
7713.788,4.481
7718.271,4.760
7723.034,4.515
7727.552,4.719
7732.274,4.966
7737.242,4.660
7741.905,4.803
7746.710,4.767
7751.481,4.461
7755.944,4.605
7760.552,5.031
7765.586,4.543
7770.131,4.764
7774.898,4.607
7779.509,4.627
7784.139,4.606
7788.748,4.600
7793.351,4.664
7798.017,6.968
7804.999,7.171
7812.173,4.475
7816.652,4.610
7821.264,4.527
7825.796,4.697
7830.495,4.686
7835.184,4.944
7840.132,4.585
7844.720,4.764
7849.490,4.479
7853.971,4.884
7858.859,4.570
7863.432,4.580
7868.016,4.477
7872.496,4.501
7877.000,4.933
7881.935,4.799
7886.738,4.538
7891.278,4.523
7895.804,4.621
7900.428,4.483
7904.913,4.708
7909.623,4.526
7914.152,4.516
7918.671,17.576
7936.250,8.078
7944.331,28.579
7972.913,7.692
7980.609,36.215
8016.828,6.812
8023.643,33.159
8056.805,7.703
8064.511,24.318
8088.832,6.785
8095.621,15.613
8111.237,15.033
8126.273,21.085
8147.361,6.421
8153.786,21.117
8174.906,17.812
8192.721,19.370
8212.094,18.153
8230.253,6.888
8237.145,6.507
8243.655,7.907
8251.565,7.504
8259.072,7.076
8266.150,4.690
8270.843,4.651
8275.498,5.012
8280.513,4.503
8285.019,4.710
8289.732,4.702
8294.436,5.007
8299.446,4.621
8304.070,4.429
8308.502,4.719
8313.224,4.549
8317.776,4.673
8322.453,4.517
8326.973,5.507
8332.483,8.567
8341.054,5.269
8346.326,4.924
8351.253,4.882
8356.137,4.968
8361.107,4.813
8365.924,5.039
8370.966,4.683
8375.652,4.976
8380.633,5.068
8385.704,4.540
8390.248,4.778
8395.030,5.011
8400.043,4.639
8404.686,4.801
8409.489,4.671
8414.165,4.831
8419.000,4.636
8423.640,4.670
8428.313,4.678
8432.994,5.093
8438.089,4.869
8442.962,5.056
8448.020,4.542
8452.566,4.460
8457.030,4.676
8461.709,5.098
8466.809,4.587
8471.399,4.860
8476.262,4.882
8481.147,4.497
8485.647,4.594
8490.245,4.801
8495.050,4.484
8499.537,4.730
8504.270,4.521
8508.794,4.929
8513.727,5.172
8518.902,5.155
8524.059,5.002
8529.064,4.560
8533.628,4.574
8538.205,4.639
8542.847,4.627
8547.478,4.576
8552.057,4.663
8556.724,4.620
8561.347,4.742
8566.091,4.814
8570.908,4.412
8575.323,4.836
8580.162,5.092
8585.256,4.477
8589.741,4.584
8594.327,5.055
8599.385,4.912
8604.300,4.719
8609.022,4.851
8613.876,4.437
8618.316,4.889
8623.209,4.741
8627.953,9.022
8636.978,12.015
8649.009,11.488
8660.499,7.090
8667.593,10.448
8678.045,7.451
8685.500,10.279
8695.783,9.656
8705.445,9.177
8714.626,9.576
8724.207,6.913
8731.124,8.375
8739.502,9.510
8749.018,10.215
8759.237,9.147
8768.386,8.501
8776.894,8.848
8785.745,8.105
8793.853,8.205
8802.061,8.034
8810.098,7.445
8817.547,6.750
8824.306,6.348
8830.657,9.239
8839.900,7.783
8847.687,9.220
8856.913,8.026
8864.942,10.330
8875.275,7.242
8882.519,7.418
8889.944,13.731
8903.681,9.217
8912.902,10.046
8922.951,7.437
8930.392,26.597
8956.992,10.555
8967.550,28.100
8995.654,31.602
9027.258,18.010
9045.272,35.622
9080.897,12.312
9093.212,17.498
9110.715,38.212
9148.930,19.958
9168.891,6.809
9175.703,21.217
9196.922,6.765
9203.691,17.314
9221.008,19.709
9240.720,24.060
9264.783,13.537
9278.324,16.409
9294.736,16.915
9311.655,15.435
9327.093,12.331
9339.433,12.470
9351.907,13.197
9365.108,15.778
9380.890,12.502
9393.397,11.358
9404.763,13.347
9418.115,10.793
9428.910,9.667
9438.585,7.869
9446.456,6.558
9453.018,9.426
9462.447,10.625
9473.078,7.713
9480.794,9.339
9490.139,9.096
9499.239,11.979
9511.224,9.997
9521.234,9.748
9530.986,11.305
9542.297,7.204
9549.505,10.283
9559.792,7.351
9567.145,8.911
9576.059,9.001
9585.065,9.040
9594.108,9.410
9603.521,5.862
9609.386,19.993
9629.382,13.343
9642.729,7.897
9650.632,7.982
9658.618,5.990
9664.611,10.183
9674.800,5.994
9680.797,8.227
9689.030,8.049
9697.083,11.047
9708.135,7.071
9715.210,8.255
9723.468,5.246
9728.718,12.748
9741.470,7.046
9748.520,11.971
9760.499,8.261
9768.764,7.104
9775.871,5.411
9781.286,10.745
9792.035,10.529
9802.567,10.367
9812.937,9.093
9822.035,6.322
9828.360,11.249
9839.613,5.935
9845.551,11.023
9856.578,8.439
9865.022,9.764
9874.788,5.460
9880.252,12.449
9892.704,8.703
9901.410,8.110
9909.523,6.498
9916.024,10.319
9926.346,14.566
9940.919,11.010
9951.932,16.449
9968.389,9.220
9977.612,11.623
9989.238,9.297
9998.538,16.364
10014.905,14.290
10029.199,10.951
10040.153,14.306
10054.466,9.332
10063.802,12.655
10076.460,16.386
10092.849,9.724
10102.577,11.107
10113.687,17.562
10131.252,12.911
10144.168,13.610
10157.781,14.467
10172.251,17.241
10189.497,23.288
10212.789,24.765
10237.558,19.433
10256.994,16.015
10273.012,17.437
10290.458,30.184
10320.645,21.272
10341.920,35.355
10377.280,27.754
10405.037,31.881
10436.921,32.058
10468.983,17.184
10486.171,15.777
10501.952,13.813
10515.769,11.840
10527.613,15.868
10543.485,11.516
10555.004,7.173
10562.181,9.102
10571.289,7.489
10578.782,11.198
10589.985,8.927
10598.915,9.760
10608.679,6.921
10615.605,6.334
10621.944,7.135
10629.083,12.705
10641.791,8.024
10649.819,7.813
10657.634,8.772
10666.409,7.676
10674.087,5.629
10679.722,9.167
10688.893,5.918
10694.813,8.945
10703.765,6.747
10710.515,7.247
10717.766,10.095
10727.864,6.639
10734.506,8.262
10742.771,4.601
10747.375,5.150
10752.528,8.543
10761.074,7.652
10768.729,4.766
10773.499,4.629
10778.131,4.770
10782.904,4.749
10787.656,5.778
10793.438,9.389
10802.830,5.275
10808.107,4.718
10812.828,6.530
10819.361,4.687
10824.051,4.637
10828.690,4.683
10833.376,7.246
10840.625,10.267
10850.896,5.482
10856.381,4.748
10861.131,4.961
10866.094,4.910
10871.008,4.500
10875.510,4.641
10880.155,4.535
10884.693,4.624
10889.319,4.537
10893.859,4.735
10898.596,4.531
10903.131,4.608
10907.742,4.446
10912.191,4.551
10916.745,4.696
10921.444,4.379
10925.826,4.590
10930.419,4.756
10935.178,6.069
10941.250,16.556
10957.810,8.818
10966.631,19.985
10986.619,18.530
11005.153,27.695
11032.851,12.108
11044.962,18.454
11063.419,16.548
11079.970,12.833
11092.807,21.404
11114.214,16.075
11130.292,10.605
11140.900,15.988
11156.891,21.794
11178.688,19.766
11198.458,15.260
11213.721,17.455
11231.179,20.209
11251.392,12.535
11263.930,7.530
11271.463,6.124
11277.593,6.833
11284.430,6.028
11290.472,5.956
11296.431,5.217
11301.652,5.794
11307.450,5.704
11313.156,4.859
11318.019,4.899
11322.920,5.061
11327.984,5.031
11333.017,4.501
11337.521,4.758
11342.282,5.065
11347.352,4.976
11352.331,4.877
11357.211,4.835
11362.049,4.807
11366.860,5.189
11372.052,5.504
11377.559,4.877
11382.438,4.580
11387.022,4.617
11391.642,6.961
11398.606,4.741
11403.355,4.715
11408.072,5.026
11413.103,4.598
11417.705,4.710
11422.417,4.780
11427.200,5.068
11432.270,6.073
11438.345,5.152
11443.499,5.250
11448.752,4.939
11453.693,5.037
11458.733,5.019
11463.754,4.702
11468.458,4.536
11472.998,4.700
11477.701,4.970
11482.674,4.407
11487.083,4.471
11491.557,4.847
11496.407,4.521
11500.931,4.946
11505.880,4.698
11510.580,5.838
11516.422,5.829
11522.253,4.727
11526.983,5.697
11532.684,6.089
